Bank-leitzahl;Bezeichnung;PLZ;Ort;BIC
50040060;Commerzbank Gf 460;60005;Frankfurt am Main;COBADEFFXXX
50040061;Commerzbank Gf 461;60005;Frankfurt am Main;COBADEFFXXX
50040062;Commerzbank CC;60311;Frankfurt am Main;COBADEFFXXX
50040063;Commerzbank CC;60311;Frankfurt am Main;COBADEFFXXX
50040075;Commerzbank Gf ZCM;60005;Frankfurt am Main;COBADEFFXXX
50040084;Commerzbank, GF Web-K CMTS2;60613;Frankfurt am Main;COBADEFFXXX
50040085;Commerzbank, Gf Web-K;60613;Frankfurt am Main;COBADEFFXXX
50040086;Commerzbank, GF Web-K CMTS;60613;Frankfurt am Main;COBADEFFXXX
50040087;Commerzbank, Gf Web-K CMTS3;60613;Frankfurt am Main;COBADEFFXXX
50040088;Commerzbank, INT 1;60311;Frankfurt am Main;COBADEFFXXX
50040099;Commerzbank INT;60311;Frankfurt am Main;COBADEFFXXX
50042500;Commerzbank Zw 425 - keine Auslandsbanken;60005;Frankfurt am Main;COBADEFFXXX
50044444;Commerzbank Vermögensverwaltung;60005;Frankfurt am Main;COBADEFFXXX
50047010;Commerzbank Service - BZ;60261;Frankfurt am Main;COBADEFFXXX
50050000;Landesbank Hessen-Thür Girozentrale;60297;Frankfurt am Main;HELADEFFXXX
50050201;Frankfurter Sparkasse;60255;Frankfurt am Main;HELADEF1822
50050201;Frankfurter Sparkasse;61449;Steinbach (Taunus);
50050201;Frankfurter Sparkasse;65824;Schwalbach am Taunus;
50050201;Frankfurter Sparkasse;65760;Eschborn;
50050201;Frankfurter Sparkasse;63450;Hanau;
50050201;Frankfurter Sparkasse;63065;Offenbach am Main;
50050201;Frankfurter Sparkasse;63477;Maintal;
50050201;Frankfurter Sparkasse;61118;Bad Vilbel;
50050201;Frankfurter Sparkasse;65812;Bad Soden am Taunus;
50050201;Frankfurter Sparkasse;61440;Oberursel (Taunus);
50050201;Frankfurter Sparkasse;63263;Neu-Isenburg;
50050201;Frankfurter Sparkasse;61381;Friedrichsdorf;
50050201;Frankfurter Sparkasse Sprendlingen;63303;Dreieich;
50050222;Frankfurter Sparkasse GF 1822direkt;60255;Frankfurt am Main;HELADEF1822
50050999;DekaBank Frankfurt;60329;Frankfurt am Main;DGZFDEFFXXX
50060000;DZ Bank;60274;Frankfurt am Main;GENODE55XXX
50060400;DZ BANK;60265;Frankfurt am Main;GENODEFFXXX
50060400;DZ BANK (Gf P2);60265;Frankfurt am Main;
50060412;DZ BANK GF DZH;60265;Frankfurt am Main;GENODEF1VK1
50060413;DZ BANK GF ODA;60265;Frankfurt am Main;GENODEF1VK2
50060414;DZ BANK für Bausparkasse Schwäbisch Hall;60265;Frankfurt am Main;GENODEF1VK3
50060415;DZ BANK für Bausparkasse Schwäbisch Hall;60265;Frankfurt am Main;GENODEF1VK4
50060416;DZ BANK GF TSG;60265;Frankfurt am Main;GENODEF1VK6
50060417;DZ BANK GF BMT;60265;Frankfurt am Main;GENODEF1VK7
50060418;DZ BANK GF BMT;60265;Frankfurt am Main;GENODEF1VK8
50060419;DZ BANK GF VRF;60265;Frankfurt am Main;GENODEF1VK9
50060420;DZ BANK GF BSH;60265;Frankfurt am Main;GENODEF1V20
50060421;DZ BANK GF BSH;60265;Frankfurt am Main;GENODEF1V21
50060422;DZ BANK GF GRX;60265;Frankfurt am Main;GENODEF1V22
50060423;DZ BANK GF GRX;60265;Frankfurt am Main;GENODEF1V23
50060424;DZ BANK GF DEV;60265;Frankfurt am Main;GENODEF1V24
50060425;DZ BANK GF BSH;60265;Frankfurt am Main;GENODEF1V25
50060474;DZ BANK, Deutsche Zentral-Genossenschaftsbank;60265;Frankfurt am Main;GENODEFFBRO
50061741;Raiffeisenbank im Hochtaunus;61352;Bad Homburg;GENODE51OBU
50061741;Raiffeisenbank im Hochtaunus;61273;Wehrheim;
50061741;Raiffeisenbank im Hochtaunus;61449;Steinbach (Taunus);
50061741;Raiffeisenbank im Hochtaunus;60437;Frankfurt am Main;
50061741;Raiffeisenbank im Hochtaunus (Gf P2);61352;Bad Homburg;
50069126;VR Bank Alzey-Land-Schwabenheim;55270;Schwabenheim an der Selz;GENODE51ABO
50069126;VR Bank Alzey-Land-Schwabenheim;55234;Flomborn;
50069126;VR Bank Alzey-Land-Schwabenheim;55288;Spiesheim;
50069126;VR Bank Alzey-Land-Schwabenheim;55237;Bornheim;
50069126;VR Bank Alzey-Land-Schwabenheim (Gf P2);55270;Schwabenheim an der Selz;
50069146;Volksbank Grebenhain;36352;Grebenhain;GENODE51GRC
50069146;Volksbank Grebenhain (Gf P2);36352;Grebenhain;
50069187;Volksbank Egelsbach -alt-;63323;Egelsbach;GENODE51EGE
50069241;Raiffeisenkasse Erbes-Büdesheim und Umgebung;55234;Erbes-Büdesheim;GENODE51ERB
50069241;Raiffeisenkasse Erbes-Büdesheim und Umgebung;55232;Alzey;
50069241;Raiffeisenkasse Erbes-Büdesheim und Umgebung;55234;Nieder-Wiesen;
50069241;Raiffeisenkasse Erbes-Büdesheim und Umgebung (Gf P2);55234;Erbes-Büdesheim;
50069345;Raiffeisenbank;61279;Grävenwiesbach;GENODE51GWB
50069345;Raiffeisenbank (Gf P2);61279;Grävenwiesbach;
50069455;Hüttenberger Bank;35625;Hüttenberg;GENODE51HUT
50069455;Hüttenberger Bank (Gf P2);35625;Hüttenberg;
50069477;Raiffeisenbank Kirtorf;36320;Kirtorf;GENODE51KIF
50069477;Raiffeisenbank Kirtorf;36326;Antrifttal;
50069477;Raiffeisenbank Kirtorf;36329;Romrod;
50069477;Raiffeisenbank Kirtorf (Gf P2);36320;Kirtorf;
50069693;Raiffeisenbank Bad Homburg Ndl d FrankfurterVB;61352;Bad Homburg;GENODE51BH1
50069842;Raiffeisen Volksbank;55270;Schwabenheim an der Selz;GENODE51SWB
50069842;Raiffeisen Volksbank (Gf P2);55270;Schwabenheim an der Selz;
50069976;Volksbank Wißmar;35435;Wettenberg;GENODE51WWI
50069976;Volksbank Wißmar (Gf P2);35432;Wettenberg;
50070010;Deutsche Bank Filiale;60254;Frankfurt am Main;DEUTDEFFXXX
50070010;Deutsche Bank;61348;Bad Homburg;DEUTDEFF500
50070010;Deutsche Bank;61466;Kronberg im Taunus;DEUTDEFF542
50070010;Deutsche Bank;61451;Königstein im Taunus;DEUTDEFF541
50070010;Deutsche Bank;61411;Oberursel (Taunus);DEUTDEFF504
50070010;Deutsche Bank;61169;Friedberg (Hessen);DEUTDEFF503
50070010;Deutsche Bank;65755;Eschborn;
50070010;Deutsche Bank;65719;Hofheim am Taunus;DEUTDEFF540
50070010;Deutsche Bank Sulzbach-MTZ;65843;Sulzbach (Taunus);
50070011;Deutsche Bank GF F-SIP;60329;Frankfurt am Main;DEUTDEFFSIP
50070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);60254;Frankfurt am Main;DEUTDEDBFRA
50070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);61348;Bad Homburg;DEUTDEDB500
50070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);65755;Eschborn;
50070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);61169;Friedberg (Hessen);DEUTDEDB503
50070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);65719;Hofheim am Taunus;
50070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);61451;Königstein im Taunus;DEUTDEDB535
50070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);61466;Kronberg im Taunus;DEUTDEDB536
50070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);61411;Oberursel (Taunus);DEUTDEDB504
50070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);65843;Sulzbach (Taunus);
50073019;Deutsche Bank;65428;Rüsselsheim am Main;DEUTDEFF502
50073019;Deutsche Bank;65479;Raunheim;DEUTDEFF543
50073024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);65428;Rüsselsheim am Main;DEUTDEDB502
50073024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);65479;Raunheim;DEUTDEDB537
50073081;Deutsche Bank Europe;60486;Frankfurt am Main;DEUTDE5XXXX
50080000;Commerzbank vormals Dresdner Bank;60613;Frankfurt am Main;DRESDEFFXXX
50080000;Commerzbank vormals Dresdner Bank;61118;Bad Vilbel;
50080000;Commerzbank vormals Dresdner Bank;61283;Bad Homburg;
50080000;Commerzbank vormals Dresdner Bank;63263;Neu-Isenburg;
50080000;Commerzbank vormals Dresdner Bank;65762;Kelkheim (Taunus);
50080000;Commerzbank vormals Dresdner Bank;65701;Hofheim am Taunus;
50080000;Commerzbank vormals Dresdner Bank;63202;Langen (Hessen);
50080000;Commerzbank vormals Dresdner Bank;61440;Oberursel (Taunus);
50080000;Commerzbank vormals Dresdner Bank;63272;Dreieich;
50080000;Commerzbank vormals Dresdner Bank;65727;Eschborn;
50080000;Commerzbank vormals Dresdner Bank;65795;Hattersheim am Main;
50080000;Commerzbank vormals Dresdner Bank;65796;Bad Soden am Taunus;
50080000;Commerzbank vormals Dresdner Bank;61381;Friedrichsdorf;
50080000;Commerzbank vormals Dresdner Bank;61142;Friedberg (Hessen);
50080000;Commerzbank vormals Dresdner Bank Fil Limesstadt;65818;Schwalbach am Taunus;
50080015;Commerzbank vormals Dresdner Bank Zw 15;60613;Frankfurt am Main;DRESDEFFI39
50080025;Commerzbank vormals Dresdner Bank Zw 25;60613;Frankfurt am Main;DRESDEFFXXX
50080035;Commerzbank vormals Dresdner Bank Zw 35;60613;Frankfurt am Main;DRESDEFFI40
50080055;Commerzbank vormals Dresdner Bank Zw 55;60613;Frankfurt am Main;DRESDEFF516
50080057;Commerzbank vormals Dresdner Bank Gf ZW 57;60613;Frankfurt am Main;DRESDEFF522
50080060;Commerzbank vormals Dresdner Bank Gf DrKW;60301;Frankfurt am Main;DRESDEFFXXX
50080061;Commerzbank vormals Dresdner Bank Gf DrKWSL;60301;Frankfurt am Main;DRESDEFFLDG
50080077;Commerzbank, GF Wüstenrot BSPK;61116;Bad Vilbel;DRESDEFFBSP
50080079;Commerzbank vormals Dresdner Bank ESOP;60301;Frankfurt am Main;DRESDEFFXXX
50080080;Commerzbank vormals Dresdner Bank Bs 80;60613;Frankfurt am Main;DRESDEFFI41
50080082;Commerzbank vormals Dresdner Bank Gf AVB;60613;Frankfurt am Main;DRESDEFFAVB
50080086;Commerzbank vormals Dresdner Bank ITGK 3;60613;Frankfurt am Main;DRESDEFFI49
50080087;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4;60613;Frankfurt am Main;DRESDEFFJ08
50080088;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5;60613;Frankfurt am Main;DRESDEFFJ09
50080089;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6;60613;Frankfurt am Main;DRESDEFFJ10
50080091;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7;60613;Frankfurt am Main;DRESDEFFJ11
50080092;Commerzbank vormals Dresdner Bank Finance and Controlling;60301;Frankfurt am Main;DRESDEFFFCO
50080099;Commerzbank vormals Dresdner Bank Zw 99;60613;Frankfurt am Main;DRESDEFFI42
50080300;Commerzbank vormals Dresdner Bank Private Banking Inland;60613;Frankfurt am Main;DRESDEFF500
50083007;Commerzbank vormals Dresdner Bank;65402;Rüsselsheim am Main;DRESDEFF502
50083838;Commerzbank vormals Dresdner Bank in Frankfurt MBP;60301;Frankfurt am Main;DRESDEFFMBP
50089400;Commerzbank vormals Dresdner Bank ITGK;60613;Frankfurt am Main;DRESDEFFI01
50090200;VR Smart Finanz Bank;65730;Eschborn;VRDIDEFFXXX
50090500;Sparda-Bank Hessen;60052;Frankfurt am Main;GENODEF1S12
50090500;Sparda-Bank Hessen;65719;Hofheim am Taunus;
50090500;Sparda-Bank Hessen;61184;Karben;
50090500;Sparda-Bank Hessen;34117;Kassel;
50090500;Sparda-Bank Hessen;65549;Limburg;
50090500;Sparda-Bank Hessen;65185;Wiesbaden;
50090500;Sparda-Bank Hessen;35039;Marburg;
50090500;Sparda-Bank Hessen;34212;Melsungen;
50090500;Sparda-Bank Hessen;63263;Neu-Isenburg;
50090500;Sparda-Bank Hessen;63065;Offenbach am Main;
50090500;Sparda-Bank Hessen;65428;Rüsselsheim am Main;
50090500;Sparda-Bank Hessen;34246;Vellmar;
50090500;Sparda-Bank Hessen;61348;Bad Homburg;
50090500;Sparda-Bank Hessen;34225;Baunatal;
50090500;Sparda-Bank Hessen;36179;Bebra;
50090500;Sparda-Bank Hessen;64625;Bensheim;
50090500;Sparda-Bank Hessen;64283;Darmstadt;
50090500;Sparda-Bank Hessen;35683;Dillenburg;
50090500;Sparda-Bank Hessen;37269;Eschwege;
50090500;Sparda-Bank Hessen;61169;Friedberg (Hessen);
50090500;Sparda-Bank Hessen;34560;Fritzlar;
50090500;Sparda-Bank Hessen;36037;Fulda;
50090500;Sparda-Bank Hessen;35390;Gießen;
50090500;Sparda-Bank Hessen;64521;Groß-Gerau;
50090500;Sparda-Bank Hessen;63584;Gründau;
50090500;Sparda-Bank Hessen;63450;Hanau;
50090500;Sparda-Bank Hessen;35745;Herborn;
50090500;Sparda-Bank Hessen;36304;Alsfeld;
50090500;Sparda-Bank Hessen;36251;Bad Hersfeld;
50090500;Sparda-Bank Hessen;35576;Wetzlar;
50090607;apoBank;60061;Frankfurt am Main;DAAEDED1007
50090900;PSD Bank Hessen-Thüringen;65760;Eschborn;GENODEF1P06
50090900;PSD Bank Hessen-Thüringen (Gf P2);65760;Eschborn;
50090900;PSD Bank Hessen-Thüringen Beratungscenter Darmstadt;64283;Darmstadt;
50090900;PSD Bank Hessen-Thüringen Beratungscenter Erfurt;99084;Erfurt;
50090900;PSD Bank Hessen-Thüringen Beratungscenter Kassel;34117;Kassel;
50090900;PSD Bank Hessen-Thüringen Beratungscenter Wiesbaden;65183;Wiesbaden;
50092100;Spar- u Kreditbank ev-freikirchl Gemeinden;61282;Bad Homburg;GENODE51BH2
50092100;Spar- u Kreditbank ev-freikirchl Gemeinden (Gf P2);61282;Bad Homburg;
50092200;Volksbank Main-Taunus -alt-;65766;Kelkheim (Taunus);GENODE51KEL
50092200;Volksbank Main-Taunus;65207;Wiesbaden;
50092200;Volksbank Main-Taunus;65702;Hofheim am Taunus;
50092200;Volksbank Main-Taunus;65817;Eppstein;
50092200;Volksbank Main-Taunus;65800;Bad Soden am Taunus;
50092200;Volksbank Main-Taunus;65835;Liederbach am Taunus;
50092200;Volksbank Main-Taunus;65824;Schwalbach am Taunus;
50092200;Volksbank Main-Taunus;65843;Sulzbach (Taunus);
50092200;Volksbank Main-Taunus;65439;Flörsheim am Main;
50092200;Volksbank Main-Taunus;65795;Hattersheim am Main;
50092200;Volksbank Main-Taunus;65830;Kriftel;
50092200;Volksbank Main-Taunus (Gf P2);65766;Kelkheim (Taunus);
50092900;Volksbank Usinger Land Ndl d Frankfurter VB;61241;Usingen;GENODE51USI
50093000;Rüsselsheimer Volksbank;65407;Rüsselsheim am Main;GENODE51RUS
50093000;Rüsselsheimer Volksbank (Gf P2);65407;Rüsselsheim am Main;
50093000;Rüsselsheimer Volksbank Ndl Raunheim;65479;Raunheim;
50093010;Rüsselsheimer Volksbank GAA;65407;Rüsselsheim am Main;GENODE51GAA
50093400;Volksbank Kelsterbach Ndl d Frankfurter VB;65444;Kelsterbach;GENODE51KBH
50110200;Industrial and Commercial Bank of China;60322;Frankfurt am Main;ICBKDEFFXXX
50110300;DVB Bank;60040;Frankfurt am Main;DVKBDEFFXXX
50110300;DVB Bank (Gf P2);60040;Frankfurt am Main;
50110400;AKA Ausfuhrkredit GmbH;60001;Frankfurt am Main;AUSKDEFFXXX
50110500;NATIXIS Zweigniederlassung Deutschland;60322;Frankfurt am Main;NATXDEFFXXX
50110636;Standard Chartered Bank;60325;Frankfurt am Main;SCBLDEFXXXX
50110700;Frankfurter Bankgesellschaft (Deutschland);60311;Frankfurt am Main;FBGADEF1XXX
50110800;J.P. Morgan;60311;Frankfurt am Main;CHASDEFXXXX
50110801;J.P. Morgan, Internal Reference;60311;Frankfurt am Main;CHASDEFXVR1
50110855;J.P. Morgan;60311;Frankfurt am Main;JPMGDEFFXXX
50110900;Bank of America N.A. Military Bank;65208;Wiesbaden;MNBIDEF1XXX
50120000;MAINFIRST BANK;60596;Frankfurt am Main;MAIFDEFFXXX
50120100;ICICI Bank UK, Germany Branch;65760;Eschborn;ICICDEFFXXX
50120383;Bethmann Bank;60329;Frankfurt am Main;DELBDE33XXX
50120383;Bethmann Bank;10789;Berlin;
50120383;Bethmann Bank;20148;Hamburg;
50120383;Bethmann Bank;80333;München;
50120383;Bethmann Bank;40212;Düsseldorf;
50120383;Bethmann Bank;44002;Dortmund;
50120383;Bethmann Bank;50670;Köln;
50120383;Bethmann Bank;28195;Bremen;
50120383;Bethmann Bank;30159;Hannover;
50120383;Bethmann Bank;68165;Mannheim;
50120383;Bethmann Bank;90402;Nürnberg;
50120383;Bethmann Bank;70184;Stuttgart;
50120383;Bethmann Bank;97074;Würzburg;
50120500;Credit Suisse (Deutschland);60310;Frankfurt am Main;CRESDE55XXX
50120600;Bank of Communications Frankfurt branch;60311;Frankfurt am Main;COMMDEFFXXX
50120900;VakifBank International Wien Zndl Deutschland;50667;Köln;TVBADEFFXXX
50123400;VTB Bank (Europe) Zndl Frankfurt am Main (Direktbank);60325;Frankfurt am Main;DOBADEF1XXX
50127000;PKO Bank Polski Niederlassung Deutschland;60311;Frankfurt am Main;BPKODEFFXXX
50130000;National Bank of Pakistan Zndl Frankfurt;60313;Frankfurt am Main;NBPADEFFXXX
50130200;Deutsche Oppenheim Family Office (ehem. Sal. Oppenheim);50668;Köln;SOPPDEFFXXX
50130400;Merck Finck Privatbankiers;60015;Frankfurt am Main;MEFIDEMM501
50130600;UBS Europe;60079;Frankfurt am Main;UBSWDEFFXXX
50131000;Vietnam Joint Stock Commercial Bank for Industry and Trade;60322;Frankfurt am Main;ICBVDEFFXXX
50190000;Frankfurter Volksbank;60008;Frankfurt am Main;FFVBDEFFXXX
50190000;Frankfurter Volksbank;65824;Schwalbach am Taunus;
50190000;Frankfurter Volksbank;65835;Liederbach am Taunus;
50190000;Frankfurter Volksbank;65837;Sulzbach (Taunus);
50190000;Frankfurter Volksbank;65812;Bad Soden am Taunus;
50190000;Frankfurter Volksbank;61381;Friedrichsdorf;
50190000;Frankfurter Volksbank;61348;Bad Homburg;
50190000;Frankfurter Volksbank;61453;Königstein im Taunus;
50190000;Frankfurter Volksbank;61476;Kronberg im Taunus;
50190000;Frankfurter Volksbank;61440;Oberursel (Taunus);
50190000;Frankfurter Volksbank;61449;Steinbach (Taunus);
50190000;Frankfurter Volksbank;65760;Eschborn;
50190000;Frankfurter Volksbank;61184;Karben;
50190000;Frankfurter Volksbank;61138;Niederdorfelden;
50190000;Frankfurter Volksbank;63454;Hanau;
50190000;Frankfurter Volksbank;63486;Bruchköbel;
50190000;Frankfurter Volksbank;61194;Niddatal;
50190000;Frankfurter Volksbank;61273;Wehrheim;
50190000;Frankfurter Volksbank;61241;Usingen;
50190000;Frankfurter Volksbank;61267;Neu-Anspach;
50190000;Frankfurter Volksbank;61279;Grävenwiesbach;
50190000;Frankfurter Volksbank;65614;Beselich;
50190000;Frankfurter Volksbank;65594;Runkel;
50190000;Frankfurter Volksbank;35781;Weilburg;
50190000;Frankfurter Volksbank (Gf P2);60008;Frankfurt am Main;
50190300;Volksbank Höchst a.M., ZwNdl. der Frankfurter VB -alt-;65929;Frankfurt am Main;GENODE51FHC
50190300;Volksbank Höchst a.M., ZwNdl. der Frankfurter VB (Gf P2);65908;Frankfurt am Main;
50190400;Volksbank Griesheim -alt-;65933;Frankfurt am Main;GENODE51FGH
50190400;Volksbank Griesheim (Gf P2);65933;Frankfurt am Main;
50210200;Rabobank International Frankfurt Branch;60486;Frankfurt am Main;RABODEFFTAR
50210212;RaboDirect;60486;Frankfurt am Main;RABODEFFDIR
50210295;Rabobank International Frankfurt Branch;60486;Frankfurt am Main;RABODEFFXXX
50210800;ProCredit Bank, Frankfurt am Main;60486;Frankfurt am Main;PRCBDEFFXXX
50210900;Citibank Europe Germany Branch;60038;Frankfurt am Main;CITIDEFFXXX
50220085;UBS Europe;60020;Frankfurt am Main;SMHBDEFFXXX
50220101;Kommunalkredit Austria, Zweigstelle Deutschland;60313;Frankfurt am Main;INVODEF2XXX
50220300;WOORI BANK EUROPE;60308;Frankfurt am Main;HVBKDEFFXXX
50220500;Lloyds Bank;10178;Berlin;BOFSDEF1XXX
50220707;CAIXABANK Zweigniederlassung Deutschland;60311;Frankfurt am Main;CAIXDEFFXXX
50220900;Hauck & Aufhäuser Privatbankiers;60010;Frankfurt am Main;HAUKDEFFXXX
50220900;Hauck + Aufhäuser Privatbankiers;80076;München;
50230000;ABC International Bank Frankfurt am Main;60311;Frankfurt am Main;ABCADEFFXXX
50230100;Morgan Stanley Bank Internaional;60016;Frankfurt am Main;MSPCDEF1XXX
50230600;Isbank;60022;Frankfurt am Main;ISBKDEFXXXX
50230700;Metzler, B. - seel Sohn & Co;60329;Frankfurt am Main;METZDEFFXXX
50230800;Ikano Bank;65205;Wiesbaden;PLFGDE5AXXX
50230888;Ikano Bank;65205;Wiesbaden;PLFGDE5AIKB
50234500;KT Bank;60327;Frankfurt am Main;KTAGDEFFXXX
50250200;Deutsche Leasing Finance;61283;Bad Homburg;DLFGDE51XXX
50310400;Barclays Bank Ireland Frankfurt Branch;60310;Frankfurt am Main;BARCDEFFXXX
50310900;China Construction Bank Ndl Frankfurt;60078;Frankfurt am Main;PCBCDEFFXXX
50320000;VTB Bank (Europe);60325;Frankfurt am Main;OWHBDEFFXXX
50320191;UniCredit Bank - HypoVereinsbank;60003;Frankfurt am Main;HYVEDEMM430
50320191;UniCredit Bank - HypoVereinsbank;63401;Hanau;HYVEDEMM430
50320191;UniCredit Bank - HypoVereinsbank;61282;Bad Homburg;HYVEDEMM430
50320500;Banco Santander Filiale Frankfurt;60003;Frankfurt am Main;BSCHDEFFXXX
50320600;Attijariwafa bank Europa ZNdl. Frankfurt;60329;Frankfurt am Main;BCMADEFFXXX
50320900;Pictet & Cie (Europe) Ndl Deutschland;60311;Frankfurt am Main;PICTDEFFXXX
50324000;ABN AMRO Bank, Frankfurt Branch;60325;Frankfurt am Main;FTSBDEFAXXX
50324015;ABN AMRO Bank Frankfurt Branch, Prospery;60325;Frankfurt am Main;FTSBDEFAPRO
50324040;ABN AMRO Bank, MoneYou;60325;Frankfurt am Main;FTSBDEFAMYO
50330000;State Bank of India;60329;Frankfurt am Main;SBINDEFFXXX
50330200;Raisin Bank;60325;Frankfurt am Main;MHBFDEFFXXX
50330201;Raisin Bank;60325;Frankfurt am Main;RAISDEFFXXX
50330300;The Bank of New York Mellon;60077;Frankfurt am Main;IRVTDEFXXXX
50330500;BANQUE CHAABI DU MAROC Agentur Frankfurt Ndl. Deutschland;60329;Frankfurt am Main;BCDMDEF1XXX
50330600;Bank Sepah-Iran;60327;Frankfurt am Main;SEPBDEFFXXX
50334400;The Bank of New York Mellon NL Frankfurt;60327;Frankfurt am Main;BNYMDEF1XXX
50400000;Bundesbank Zentrale;60006;Frankfurt am Main;MARKDEFFXXX
50510300;SMBC Bank EU;60311;Frankfurt am Main;SMBCDEFFXXX
50520190;UniCredit Bank - HypoVereinsbank;63002;Offenbach am Main;HYVEDEMM467
50520190;UniCredit Bank - HypoVereinsbank;63085;Rodgau;HYVEDEMM467
50522222;FIDOR Bank Zndl Frankfurt am Main;60596;Frankfurt am Main;FDORDEFFXXX
50530000;Cronbank;63303;Dreieich;GENODE51CRO
50530000;Cronbank (Gf P2);63303;Dreieich;
50540028;Commerzbank;63003;Offenbach am Main;COBADEFFXXX
50540028;Commerzbank;63179;Obertshausen;
50540028;Commerzbank;63165;Mühlheim am Main;
50540028;Commerzbank;63500;Seligenstadt;
50540028;Commerzbank;63150;Heusenstamm;
50540028;Commerzbank;63112;Dietzenbach;
50550020;Städtische Sparkasse Offenbach a.M.;63019;Offenbach am Main;HELADEF1OFF
50560102;Raiffeisenbank Offenbach/M.-Bieber;63033;Offenbach am Main;GENODE51OF2
50560102;Raiffeisenbank Offenbach/M.-Bieber (Gf P2);63033;Offenbach am Main;
50561315;Vereinigte Volksbank Maingau -alt-;63171;Obertshausen;GENODE51OBH
50561315;Vereinigte Volksbank Maingau;63506;Hainburg;
50561315;Vereinigte Volksbank Maingau;63533;Mainhausen;
50561315;Vereinigte Volksbank Maingau;63500;Seligenstadt;
50561315;Vereinigte Volksbank Maingau;63071;Offenbach am Main;
50561315;Vereinigte Volksbank Maingau;63165;Mühlheim am Main;
50561315;Vereinigte Volksbank Maingau;64850;Schaafheim;
50561315;Vereinigte Volksbank Maingau;64824;Babenhausen;
50561315;Vereinigte Volksbank Maingau;64803;Dieburg;
50561315;Vereinigte Volksbank Maingau;64839;Münster (Hessen);
50561315;Vereinigte Volksbank Maingau;63309;Rödermark;
50561315;Vereinigte Volksbank Maingau (Gf P2);63171;Obertshausen;
50570018;Deutsche Bank;63065;Offenbach am Main;DEUTDEFF505
50570018;Deutsche Bank;63232;Neu-Isenburg;DEUTDEFF507
50570018;Deutsche Bank;63170;Obertshausen;DEUTDEFF549
50570018;Deutsche Bank;63130;Heusenstamm;DEUTDEFF546
50570018;Deutsche Bank;63152;Mühlheim am Main;DEUTDEFF548
50570018;Deutsche Bank;63271;Dreieich;DEUTDEFF545
50570018;Deutsche Bank;63111;Dietzenbach;DEUTDEFF544
50570018;Deutsche Bank;63202;Langen (Hessen);DEUTDEFF547
50570018;Deutsche Bank;63088;Rodgau;DEUTDEFF550
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63065;Offenbach am Main;DEUTDEDB505
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63111;Dietzenbach;DEUTDEDB538
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63271;Dreieich;DEUTDEDB539
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63130;Heusenstamm;DEUTDEDB529
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63202;Langen (Hessen);DEUTDEDB528
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63152;Mühlheim am Main;DEUTDEDB527
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63232;Neu-Isenburg;DEUTDEDB507
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63170;Obertshausen;DEUTDEDB526
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63088;Rodgau;DEUTDEDB525
50580005;Commerzbank vormals Dresdner Bank;63004;Offenbach am Main;DRESDEFF505
50580005;Commerzbank vormals Dresdner Bank;63179;Obertshausen;
50580005;Commerzbank vormals Dresdner Bank;63500;Seligenstadt;
50580005;Commerzbank vormals Dresdner Bank;63150;Heusenstamm;
50580005;Commerzbank vormals Dresdner Bank;63112;Dietzenbach;
50580085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;63034;Offenbach am Main;DRESDEFFJ12
50590000;Offenbacher Volksbank -alt-;63014;Offenbach am Main;GENODE51OF1
50592200;Volksbank Dreieich;63303;Dreieich;GENODE51DRE
50592200;Volksbank Dreieich;63225;Langen (Hessen);
50592200;Volksbank Dreieich;63128;Dietzenbach;
50592200;Volksbank Dreieich (Gf P2);63303;Dreieich;
50592200;Volksbank Dreieich Zw Egelsbach;63329;Egelsbach;
50640015;Commerzbank;63402;Hanau;COBADEFFXXX
50650023;SPARKASSE HANAU;63411;Hanau;HELADEF1HAN
50650023;SPARKASSE HANAU;63543;Neuberg;
50650023;SPARKASSE HANAU;61130;Nidderau;
50650023;SPARKASSE HANAU;63486;Bruchköbel;
