Bank-leitzahl;Bezeichnung;PLZ;Ort;BIC
50110400;AKA Ausfuhrkredit GmbH;60001;Frankfurt am Main;AUSKDEFFXXX
50110500;NATIXIS Zweigniederlassung Deutschland;60322;Frankfurt am Main;NATXDEFFXXX
50110636;Standard Chartered Bank;60325;Frankfurt am Main;SCBLDEFXXXX
50110700;Frankfurter Bankgesellschaft (Deutschland);60311;Frankfurt am Main;FBGADEF1XXX
50110800;J.P. Morgan;60311;Frankfurt am Main;CHASDEFXXXX
50110801;J.P. Morgan, Internal Reference;60311;Frankfurt am Main;CHASDEFXVR1
50110855;J.P. Morgan;60311;Frankfurt am Main;JPMGDEFFXXX
50110900;Bank of America N.A. Military Bank;65208;Wiesbaden;MNBIDEF1XXX
50120000;MAINFIRST BANK;60596;Frankfurt am Main;MAIFDEFFXXX
50120100;ICICI Bank UK, Germany Branch;65760;Eschborn;ICICDEFFXXX
50120383;Bethmann Bank;60329;Frankfurt am Main;DELBDE33XXX
50120500;Credit Suisse (Deutschland);60310;Frankfurt am Main;CRESDE55XXX
50120600;Bank of Communications Frankfurt branch;60311;Frankfurt am Main;COMMDEFFXXX
50120900;VakifBank International Wien Zndl Deutschland;50667;Köln;TVBADEFFXXX
50123400;VTB Bank (Europe) Zndl Frankfurt am Main (Direktbank);60325;Frankfurt am Main;DOBADEF1XXX
50127000;PKO Bank Polski Niederlassung Deutschland;60311;Frankfurt am Main;BPKODEFFXXX
50130000;National Bank of Pakistan Zndl Frankfurt;60313;Frankfurt am Main;NBPADEFFXXX
50130200;Deutsche Oppenheim Family Office (ehem. Sal. Oppenheim);50668;Köln;SOPPDEFFXXX
50130400;Merck Finck Privatbankiers;60015;Frankfurt am Main;MEFIDEMM501
50130600;UBS Europe;60079;Frankfurt am Main;UBSWDEFFXXX
50131000;Vietnam Joint Stock Commercial Bank for Industry and Trade;60322;Frankfurt am Main;ICBVDEFFXXX
50190000;Frankfurter Volksbank;60008;Frankfurt am Main;FFVBDEFFXXX
50190300;Volksbank Höchst a.M., ZwNdl. der Frankfurter VB -alt-;65929;Frankfurt am Main;GENODE51FHC
50190400;Volksbank Griesheim -alt-;65933;Frankfurt am Main;GENODE51FGH
50210200;Rabobank International Frankfurt Branch;60486;Frankfurt am Main;RABODEFFTAR
50210212;RaboDirect;60486;Frankfurt am Main;RABODEFFDIR
50210295;Rabobank International Frankfurt Branch;60486;Frankfurt am Main;RABODEFFXXX
50210800;ProCredit Bank, Frankfurt am Main;60486;Frankfurt am Main;PRCBDEFFXXX
50210900;Citibank Europe Germany Branch;60038;Frankfurt am Main;CITIDEFFXXX
50220085;UBS Europe;60020;Frankfurt am Main;SMHBDEFFXXX
50220101;Kommunalkredit Austria, Zweigstelle Deutschland;60313;Frankfurt am Main;INVODEF2XXX
50220300;WOORI BANK EUROPE;60308;Frankfurt am Main;HVBKDEFFXXX
50220500;Lloyds Bank;10178;Berlin;BOFSDEF1XXX
50220707;CAIXABANK Zweigniederlassung Deutschland;60311;Frankfurt am Main;CAIXDEFFXXX
50220900;Hauck & Aufhäuser Privatbankiers;60010;Frankfurt am Main;HAUKDEFFXXX
50230000;ABC International Bank Frankfurt am Main;60311;Frankfurt am Main;ABCADEFFXXX
50230100;Morgan Stanley Bank Internaional;60016;Frankfurt am Main;MSPCDEF1XXX
50230600;Isbank;60022;Frankfurt am Main;ISBKDEFXXXX
50230700;Metzler, B. - seel Sohn & Co;60329;Frankfurt am Main;METZDEFFXXX
50230800;Ikano Bank;65205;Wiesbaden;PLFGDE5AXXX
50230888;Ikano Bank;65205;Wiesbaden;PLFGDE5AIKB
50234500;KT Bank;60327;Frankfurt am Main;KTAGDEFFXXX
50250200;Deutsche Leasing Finance;61283;Bad Homburg;DLFGDE51XXX
50310400;Barclays Bank Ireland Frankfurt Branch;60310;Frankfurt am Main;BARCDEFFXXX
50310900;China Construction Bank Ndl Frankfurt;60078;Frankfurt am Main;PCBCDEFFXXX
50320000;VTB Bank (Europe);60325;Frankfurt am Main;OWHBDEFFXXX
50320191;UniCredit Bank - HypoVereinsbank;60003;Frankfurt am Main;HYVEDEMM430
50320191;UniCredit Bank - HypoVereinsbank;63401;Hanau;HYVEDEMM430
50320191;UniCredit Bank - HypoVereinsbank;61282;Bad Homburg;HYVEDEMM430
50320500;Banco Santander Filiale Frankfurt;60003;Frankfurt am Main;BSCHDEFFXXX
50320600;Attijariwafa bank Europa ZNdl. Frankfurt;60329;Frankfurt am Main;BCMADEFFXXX
50320900;Pictet & Cie (Europe) Ndl Deutschland;60311;Frankfurt am Main;PICTDEFFXXX
50324000;ABN AMRO Bank, Frankfurt Branch;60325;Frankfurt am Main;FTSBDEFAXXX
50324015;ABN AMRO Bank Frankfurt Branch, Prospery;60325;Frankfurt am Main;FTSBDEFAPRO
50324040;ABN AMRO Bank, MoneYou;60325;Frankfurt am Main;FTSBDEFAMYO
50330000;State Bank of India;60329;Frankfurt am Main;SBINDEFFXXX
50330200;Raisin Bank;60325;Frankfurt am Main;MHBFDEFFXXX
50330201;Raisin Bank;60325;Frankfurt am Main;RAISDEFFXXX
50330300;The Bank of New York Mellon;60077;Frankfurt am Main;IRVTDEFXXXX
50330500;BANQUE CHAABI DU MAROC Agentur Frankfurt Ndl. Deutschland;60329;Frankfurt am Main;BCDMDEF1XXX
50330600;Bank Sepah-Iran;60327;Frankfurt am Main;SEPBDEFFXXX
50334400;The Bank of New York Mellon NL Frankfurt;60327;Frankfurt am Main;BNYMDEF1XXX
50400000;Bundesbank Zentrale;60006;Frankfurt am Main;MARKDEFFXXX
50510300;SMBC Bank EU;60311;Frankfurt am Main;SMBCDEFFXXX
50520190;UniCredit Bank - HypoVereinsbank;63002;Offenbach am Main;HYVEDEMM467
50520190;UniCredit Bank - HypoVereinsbank;63085;Rodgau;HYVEDEMM467
50522222;FIDOR Bank Zndl Frankfurt am Main;60596;Frankfurt am Main;FDORDEFFXXX
50530000;Cronbank;63303;Dreieich;GENODE51CRO
50540028;Commerzbank;63003;Offenbach am Main;COBADEFFXXX
50550020;Städtische Sparkasse Offenbach a.M.;63019;Offenbach am Main;HELADEF1OFF
50560102;Raiffeisenbank Offenbach/M.-Bieber;63033;Offenbach am Main;GENODE51OF2
50561315;Vereinigte Volksbank Maingau -alt-;63171;Obertshausen;GENODE51OBH
50570018;Deutsche Bank;63065;Offenbach am Main;DEUTDEFF505
50570018;Deutsche Bank;63232;Neu-Isenburg;DEUTDEFF507
50570018;Deutsche Bank;63170;Obertshausen;DEUTDEFF549
50570018;Deutsche Bank;63130;Heusenstamm;DEUTDEFF546
50570018;Deutsche Bank;63152;Mühlheim am Main;DEUTDEFF548
50570018;Deutsche Bank;63271;Dreieich;DEUTDEFF545
50570018;Deutsche Bank;63111;Dietzenbach;DEUTDEFF544
50570018;Deutsche Bank;63202;Langen (Hessen);DEUTDEFF547
50570018;Deutsche Bank;63088;Rodgau;DEUTDEFF550
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63065;Offenbach am Main;DEUTDEDB505
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63111;Dietzenbach;DEUTDEDB538
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63271;Dreieich;DEUTDEDB539
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63130;Heusenstamm;DEUTDEDB529
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63202;Langen (Hessen);DEUTDEDB528
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63152;Mühlheim am Main;DEUTDEDB527
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63232;Neu-Isenburg;DEUTDEDB507
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63170;Obertshausen;DEUTDEDB526
50570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63088;Rodgau;DEUTDEDB525
50580005;Commerzbank vormals Dresdner Bank;63004;Offenbach am Main;DRESDEFF505
50580085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;63034;Offenbach am Main;DRESDEFFJ12
50590000;Offenbacher Volksbank -alt-;63014;Offenbach am Main;GENODE51OF1
50592200;Volksbank Dreieich;63303;Dreieich;GENODE51DRE
50640015;Commerzbank;63402;Hanau;COBADEFFXXX
50650023;SPARKASSE HANAU;63411;Hanau;HELADEF1HAN
50652124;Sparkasse Langen-Seligenstadt;63487;Seligenstadt;HELADEF1SLS
50661639;VR Bank Main-Kinzig-Büdingen;63654;Büdingen;GENODEF1LSR
50661816;Volksbank Heldenbergen Ndl d Frankfurter VB;61123;Nidderau;GENODE51NIH
50662299;Raiffeisenbank Bruchköbel -alt-;63479;Bruchköbel;GENODEF1BKO
50662669;Raiffeisenbank Maintal Ndl d Frankfurter VB;63477;Maintal;RBMFDEF1XXX
50663699;Raiffeisenbank;63514;Rodenbach;GENODEF1RDB
50670009;Deutsche Bank;63450;Hanau;DEUTDEFF506
50670024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);63450;Hanau;DEUTDEDB506
50680002;Commerzbank vormals Dresdner Bank;63403;Hanau;DRESDEFF506
50680085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;63402;Hanau;DRESDEFFJ13
50690000;Volksbank Raiffeisenbank Hanau Ndl d Frankf VB;63412;Hanau;GENODEF1HUV
50691300;DZB BANK;63533;Mainhausen;DZBMDEF1XXX
50692100;Volksbank Seligenstadt;63490;Seligenstadt;GENODE51SEL
50740048;Commerzbank;63571;Gelnhausen;COBADEFFXXX
50750094;Kreissparkasse Gelnhausen;63554;Gelnhausen;HELADEF1GEL
50761333;Volksbank -alt-;63654;Büdingen;GENODE51BUE
50763319;Raiffeisenbank Vogelsberg -alt-;63633;Birstein;GENODEF1BIR
50780006;Commerzbank vormals Dresdner Bank;63552;Gelnhausen;DRESDEFF524
50790000;VR Bank Bad Orb-Gelnhausen;63571;Gelnhausen;GENODE51GEL
50793300;Birsteiner Volksbank -alt-;63633;Birstein;GENODE51BIV
50794300;VR Bank Wächtersbach/Bad Soden-Salmünster -alt;63607;Wächtersbach;GENODE51WBH
50810900;Deutsche Bausparkasse Badenia (ehem. DBS Bausparkasse);76114;Karlsruhe;BBSPDE6KXXX
50820292;UniCredit Bank - HypoVereinsbank;64217;Darmstadt;HYVEDEMM487
50835800;MCE Bank;65439;Flörsheim am Main;MKGMDE51XXX
50840005;Commerzbank;64218;Darmstadt;COBADEFFXXX
50850049;Landesbank Hessen-Thür Girozentrale;64222;Darmstadt;HELADEFF508
50850150;Stadt- und Kreis-Sparkasse Darmstadt;64278;Darmstadt;HELADEF1DAS
50851952;Sparkasse Odenwaldkreis;64704;Erbach;HELADEF1ERB
50852553;Kreissparkasse Groß-Gerau;64504;Groß-Gerau;HELADEF1GRG
50852651;Sparkasse Dieburg;64818;Groß-Umstadt;HELADEF1DIE
50861393;Spar- und Darlehnskasse Zell -alt-;64732;Bad König;GENODE51BKZ
50861501;Raiffeisenbank Nördliche Bergstraße;64659;Alsbach-Hähnlein;GENODE51ABH
50862311;Volksbank Gräfenhausen -alt-;64331;Weiterstadt;GENODE51WGH
50862408;Vereinigte Volksbank Griesheim-Weiterstadt -alt-;64347;Griesheim;GENODE51GRI
50862703;Volksbank Gersprenztal-Otzberg;64354;Reinheim;GENODE51REI
50862835;Raiffeisenbank Schaafheim;64847;Schaafheim;GENODE51SHM
50862903;Volksbank Mainspitze;65462;Ginsheim-Gustavsburg;GENODE51GIN
50863513;Vereinigte Volksbank Raiffeisenbank;64354;Reinheim;GENODE51MIC
50864322;Volksbank Modau -alt-;64372;Ober-Ramstadt;GENODE51ORA
50865224;VB Mörfelden-Walldorf Ndl d Frankfurter VB;64532;Mörfelden-Walldorf;GENODE51MWA
50865503;Volksbank -alt-;64859;Eppertshausen;GENODE51EPT
50870005;Deutsche Bank;64219;Darmstadt;DEUTDEFF508
50870005;Deutsche Bank;64344;Griesheim;DEUTDEFF551
50870005;Deutsche Bank;64521;Groß-Gerau;DEUTDEFF552
50870024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);64219;Darmstadt;DEUTDEDB508
50870024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);64344;Griesheim;DEUTDEDB554
50870024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);64521;Groß-Gerau;DEUTDEDB555
50880050;Commerzbank vormals Dresdner Bank;64219;Darmstadt;DRESDEFF508
50880085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;64207;Darmstadt;DRESDEFFJ14
50880086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2;64202;Darmstadt;DRESDEFFJ15
50890000;Volksbank Darmstadt - Südhessen;64218;Darmstadt;GENODEF1VBD
50890634;apoBank;64218;Darmstadt;DAAEDED1034
50950068;Sparkasse Bensheim;64601;Bensheim;HELADEF1BEN
50951469;Sparkasse Starkenburg;64646;Heppenheim (Bergstraße);HELADEF1HEP
50961206;Raiffeisenbank Ried;68638;Bürstadt;GENODE51RBU
50961312;Raiffeisenbank Groß-Rohrheim;68649;Groß-Rohrheim;GENODE51GRM
50961592;Volksbank Weschnitztal;64668;Rimbach;GENODE51FHO
50961685;Volksbank Überwald-Gorxheimertal;69518;Abtsteinach;GENODE51ABT
50970004;Deutsche Bank;64602;Bensheim;DEUTDEFF509
50970004;Deutsche Bank;64631;Heppenheim (Bergstraße);DEUTDEFF519
50970024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);64602;Bensheim;DEUTDEDB509
50970024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);64631;Heppenheim (Bergstraße);DEUTDEDB519
51010400;Aareal Bank;65011;Wiesbaden;AARBDE5WXXX
51020000;BHF-BANK;65185;Wiesbaden;BHFBDEFF510
51020186;UniCredit Bank - HypoVereinsbank;65004;Wiesbaden;HYVEDEMM478
51040038;Commerzbank;65009;Wiesbaden;COBADEFFXXX
51050015;Nassauische Sparkasse;65034;Wiesbaden;NASSDE55XXX
51051000;S Broker Wiesbaden;65203;Wiesbaden;PULSDE5WXXX
51070021;Deutsche Bank;65011;Wiesbaden;DEUTDEFF510
51070021;Deutsche Bank;65332;Eltville am Rhein;DEUTDEFF512
51070021;Deutsche Bank;65232;Taunusstein;DEUTDEFF514
51070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);65011;Wiesbaden;DEUTDEDB510
51070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);65332;Eltville am Rhein;DEUTDEDB512
51070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);65232;Taunusstein;DEUTDEDB514
51080060;Commerzbank vormals Dresdner Bank;65012;Wiesbaden;DRESDEFF510
51080085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;65004;Wiesbaden;DRESDEFFJ16
51080086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK2;65004;Wiesbaden;DRESDEFFJ17
51089410;Commerzbank vormals Dresdner Bank ITGK;65012;Wiesbaden;DRESDEFFI20
51090000;Wiesbadener Volksbank;65050;Wiesbaden;WIBADE5WXXX
51090636;apoBank;65011;Wiesbaden;DAAEDED1036
51091500;Rheingauer Volksbank;65359;Geisenheim;GENODE51RGG
51091501;Rheingauer Volksbank (Gf GAA);65366;Geisenheim;GENODE51RGG
51091700;vr bank Untertaunus;65501;Idstein;VRBUDE51XXX
51091711;vr bank Untertaunus;65501;Idstein;VRBUDE51XXX
51140029;Commerzbank;65549;Limburg;COBADEFFXXX
51150018;Kreissparkasse Limburg;65534;Limburg;HELADEF1LIM
51151919;Kreissparkasse Weilburg;35773;Weilburg;HELADEF1WEI
51161606;Volksbank Langendernbach;65599;Dornburg;GENODE51LDD
51170010;Deutsche Bank;65549;Limburg;DEUTDEFF511
51170024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);65549;Limburg;DEUTDEDB511
51180041;Commerzbank vormals Dresdner Bank;65534;Limburg;DRESDEFF511
51190000;Vereinigte Volksbank Limburg -alt-;65532;Limburg;GENODE51LIM
51191200;Volksbank Goldner Grund -alt-;65517;Bad Camberg;GENODE51CAM
51191800;Volksbank Schupbach;65614;Beselich;GENODE51SBH
51192200;Volks- und Raiffeisenbank Weilmünster -alt-;35786;Weilmünster;GENODE51WEM
51210600;BNP Paribas Niederlassung Deutschland;60327;Frankfurt am Main;BNPADEFFXXX
51210606;BNP Paribas Niederlassung Deutschland;60327;Frankfurt am Main;BNPADEFFXXX
51210699;BNP Paribas Niederlassung Deutschland;60327;Frankfurt am Main;BNPADEFFXXX
51210700;NIBC Bank Zndl Frankfurt am Main;60311;Frankfurt am Main;NZFMDEF1XXX
51210800;Societe Generale;60311;Frankfurt am Main;SOGEDEFFXXX
51210801;Societe Generale;60311;Frankfurt am Main;SOGEDEFFXXX
51210802;Societe Generale;60311;Frankfurt am Main;SOGEDEFFXXX
51211000;NATIXIS Pfandbriefbank;60322;Frankfurt am Main;NATXDEFPXXX
51220200;Skandinaviska Enskilda Banken (publ) Frankfurt Branch;60313;Frankfurt am Main;ESSEDEFFXXX
51220211;DSK Hyp;60437;Frankfurt am Main;ESSEDE5F512
51220400;Bank Saderat Iran;60064;Frankfurt am Main;SIHRDEH1FFM
51220700;ZIRAAT BANK International;60329;Frankfurt am Main;TCZBDEFFXXX
51220800;Banco do Brasil;60311;Frankfurt am Main;BRASDEFFXXX
51220900;Morgan Stanley Bank;60016;Frankfurt am Main;MSFFDEFPXXX
51220910;Morgan Stanley Bank;60311;Frankfurt am Main;MSFFDEFXCND
51230500;Standard Chartered Bank;60325;Frankfurt am Main;SCBLDEFXXXX
51230502;Standard Chartered Bank;60325;Frankfurt am Main;SCBLDEFXXXX
51230555;Ikano Bank;65205;Wiesbaden;PLFGDE5AIKB
51230600;Europe ARAB Bank;60323;Frankfurt am Main;ARABDEFFXXX
51230800;Wirecard Bank;85609;Aschheim;WIREDEMMXXX
51230801;Wirecard Bank;85609;Aschheim;WIREDEMMXXX
51230802;Wirecard Bank;85609;Aschheim;WIREDEMMXXX
51230805;Wirecard Bank;85609;Aschheim;WIREDEMMXXX
51250000;Taunus-Sparkasse;61288;Bad Homburg;HELADEF1TSK
51300000;Bundesbank eh Gießen;60047;Frankfurt am Main;MARKDEF1513
51340013;Commerzbank;35348;Gießen;COBADEFFXXX
51343224;Commerzbank;36291;Alsfeld;COBADEFFXXX
51350025;Sparkasse Gießen;35347;Gießen;SKGIDE5FXXX
51351526;Sparkasse Grünberg;35301;Grünberg;HELADEF1GRU
51352227;Sparkasse Laubach-Hungen;35321;Laubach;HELADEF1LAU
51361021;Volksbank Heuchelheim;35452;Heuchelheim;GENODE51HHE
51370008;Deutsche Bank;35348;Gießen;DEUTDEFF513
51370024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);35348;Gießen;DEUTDEDB513
51380040;Commerzbank vormals Dresdner Bank;35332;Gießen;DRESDEFF513
51380085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;35400;Gießen;DRESDEFFJ18
51390000;Volksbank Mittelhessen;35340;Gießen;VBMHDE5FXXX
51410600;Bank of America Merrill Lynch International Zndl Frankfurt;60311;Frankfurt am Main;MELBDEF1XXX
51410700;Bank of China;60075;Frankfurt am Main;BKCHDEFFXXX
51410800;comdirect bank - GB onvista bank;60008;Frankfurt am Main;BOURDEFFXXX
51420200;Misr Bank-Europe;60015;Frankfurt am Main;MIBEDEFFXXX
51420300;Bank Julius Bär Deutschland;60322;Frankfurt am Main;BAERDEF1XXX
51420600;Svenska Handelsbanken Deutschland;60313;Frankfurt am Main;HANDDEFFXXX
51430300;Nordea Bank, Niederlassung Frankfurt;60325;Frankfurt am Main;NDEADEFFXXX
51430321;Nordea Bank, Niederlassung Frankfurt;60325;Frankfurt am Main;NDEADEFF321
51430345;Nordea Bank, Niederlassung Frankfurt;60325;Frankfurt am Main;NDEADEFFDKK
51430400;Goldman Sachs;60308;Frankfurt am Main;GOLDDEFFXXX
51540037;Commerzbank;35523;Wetzlar;COBADEFFXXX
51550035;Sparkasse Wetzlar;35576;Wetzlar;HELADEF1WET
51570008;Deutsche Bank;35524;Wetzlar;DEUTDEFF515
51570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);35524;Wetzlar;DEUTDEDB515
51580044;Commerzbank vormals Dresdner Bank;35524;Wetzlar;DRESDEFF515
51591300;Volksbank Brandoberndorf;35647;Waldsolms;GENODE51WBO
51640043;Commerzbank;35662;Dillenburg;COBADEFFXXX
51650045;Sparkasse Dillenburg;35683;Dillenburg;HELADEF1DIL
51690000;Volksbank Dill -alt-;35668;Dillenburg;GENODE51DIL
51691500;Volksbank Herborn-Eschenburg -alt-;35728;Herborn;GENODE51HER
51752267;Sparkasse Battenberg;35088;Battenberg (Eder);HELADEF1BAT
51762434;VR Bank Lahn-Dill;35683;Dillenburg;GENODE51BIK
51850079;Sparkasse Oberhessen;61167;Friedberg (Hessen);HELADEF1FRI
51861325;BVB Volksbank Ndl d Frankfurter Volksbank;61101;Bad Vilbel;GENODEF1BVB
51861403;Volksbank Butzbach;35510;Butzbach;GENODE51BUT
51861616;Landbank Horlofftal;61201;Reichelsheim (Wetterau);GENODE51REW
51861806;Volksbank Ober-Mörlen;61239;Ober-Mörlen;GENODE51OBM
51961023;Volksbank Ulrichstein;35327;Ulrichstein;GENODE51ULR
51961515;Spar- und Darlehnskasse Stockhausen -alt-;36358;Herbstein;GENODE51HSH
51961801;Volksbank Feldatal;36325;Feldatal;GENODE51FEL
51990000;Volksbank Lauterbach-Schlitz;36332;Lauterbach (Hessen);GENODE51LB1
52040021;Commerzbank;34111;Kassel;COBADEFFXXX
52050000;Landeskreditkasse Kassel;34112;Kassel;HELADEFF520
52050353;Kasseler Sparkasse;34117;Kassel;HELADEF1KAS
52051373;Stadtsparkasse Borken (Hessen);34582;Borken (Hessen);HELADEF1BOR
52051555;Stadtsparkasse Felsberg -alt-;34587;Felsberg;HELADEF1FEL
52051877;Stadtsparkasse Grebenstein;34389;Grebenstein;HELADEF1GRE
52052154;Kreissparkasse Schwalm-Eder;34201;Melsungen;HELADEF1MEG
52053458;Stadtsparkasse Schwalmstadt;34602;Schwalmstadt;HELADEF1SWA
52060000;DZ BANK;34009;Kassel;GENODEFF520
52060208;Kurhessische Landbank;34023;Kassel;GENODEF1KS2
52060410;Evangelische Bank;34011;Kassel;GENODEF1EK1
52061303;Raiffeisenbank Borken Nordhessen;34582;Borken (Hessen);GENODEF1BOR
52062200;VR-Bank Chattengau -alt-;34281;Gudensberg;GENODEF1GUB
52062601;VR PartnerBank Chattengau-Schwalm-Eder;34212;Melsungen;GENODEF1HRV
52063369;VR-Bank Spangenberg-Morschen;34286;Spangenberg;GENODEF1SPB
52063550;Raiffeisenbank HessenNord;34466;Wolfhagen;GENODEF1WOH
52064156;Raiffeisenbank;34217;Baunatal;GENODEF1BTA
52065220;Raiffeisenbank -alt-;34379;Calden;GENODEF1CAL
52069013;Raiffeisenbank Burghaun;36151;Burghaun;GENODEF1BHN
52069029;Spar-u. Kredit-Bank;35283;Gemünden (Wohra);GENODEF1GMD
52069065;Raiffeisenbank Langenschwarz -alt-;36151;Burghaun;GENODEF1BUR
52069103;Raiffeisenbank Trendelburg -alt-;34388;Trendelburg;GENODEF1TBG
52069149;Raiffeisenbank Volkmarsen;34471;Volkmarsen;GENODEF1VLM
52069519;Frankenberger Bank Raiffeisenbank;35066;Frankenberg;GENODEF1FBK
52070012;Deutsche Bank;34117;Kassel;DEUTDEFF520
52070012;Deutsche Bank;34216;Baunatal;DEUTDEFF523
52070012;Deutsche Bank;34331;Hann. Münden;DEUTDEFF524
52070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);34117;Kassel;DEUTDEDB520
52070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);34216;Baunatal;DEUTDEDB523
52070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);34331;Hann. Münden;DEUTDEDB524
52071212;Deutsche Bank;34535;Bad Wildungen;DEUTDEFF521
52071224;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);34535;Bad Wildungen;DEUTDEDB521
52080080;Commerzbank vormals Dresdner Bank;34010;Kassel;DRESDEFF520
52080085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK1;34001;Kassel;DRESDEFFJ19
52090000;Volksbank Kassel Göttingen;34117;Kassel;GENODE51KS1
52090611;apoBank;34008;Kassel;DAAEDED1011
52240006;Commerzbank;37252;Eschwege;COBADEFFXXX
52250030;Sparkasse Werra-Meißner;37254;Eschwege;HELADEF1ESW
52260385;VR-Bank Mitte;37115;Duderstadt;GENODEF1ESW
52270012;Deutsche Bank;37252;Eschwege;DEUTDEFF522
52270024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);37252;Eschwege;DEUTDEDB522
52350005;Sparkasse Waldeck-Frankenberg;34497;Korbach;HELADEF1KOR
52360059;Waldecker Bank;34487;Korbach;GENODEF1KBW
52410300;ReiseBank;60489;Frankfurt am Main;RBAGDEF1XXX
52410310;ReiseBank Gf2;60489;Frankfurt am Main;RBAGDEF1CMI
52410400;KEB Hana Bank (Deutschland);60325;Frankfurt am Main;KOEXDEFAXXX
52411000;ReiseBank Gf3 vormals Cash Express;60489;Frankfurt am Main;CAGBDEF1XXX
52411010;ReiseBank Gf4 vormals Cash Express;60489;Frankfurt am Main;CAGBDEF1CMI
52420000;Credit Agricole CIB Deutschland;60325;Frankfurt am Main;BSUIDEFFXXX
52420300;SHINHAN BANK EUROPE;60311;Frankfurt am Main;SHBKDEFFXXX
52420600;Piraeus Bank Frankfurt Branch;60329;Frankfurt am Main;ABGRDEFFXXX
52420700;SECB Swiss Euro Clearing Bank;60486;Frankfurt am Main;SECGDEFFXXX
52430000;Credit Mutuel - BECM - Ndl Deutschland;60329;Frankfurt am Main;CMCIDEF1XXX
53040012;Commerzbank;36002;Fulda;COBADEFFXXX
53050180;Sparkasse Fulda;36035;Fulda;HELADEF1FDS
53051396;Kreissparkasse Schlüchtern;36372;Schlüchtern;HELADEF1SLU
53060180;VR Bank Fulda;36037;Fulda;GENODE51FUL
53061230;VR-Bank NordRhön;36081;Hünfeld;GENODEF1HUE
53061313;VR Bank Schlüchtern-Birstein -alt-;36381;Schlüchtern;GENODE51SLU
53062035;Raiffeisenbank im Fuldaer Land;36137;Großenlüder;GENODEF1GLU
53062350;Raiffeisenbank Biebergrund-Petersberg;36094;Petersberg;GENODEF1PBG
53064023;Raiffeisenbank -alt-;36101;Flieden;GENODEF1FLN
53070007;Deutsche Bank;36037;Fulda;DEUTDEFF530
53070007;Deutsche Bank;36291;Alsfeld;DEUTDEFF531
53070007;Deutsche Bank;36333;Lauterbach (Hessen);DEUTDEFF534
53070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);36037;Fulda;DEUTDEDB530
53070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);36291;Alsfeld;DEUTDEDB531
53070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);36333;Lauterbach (Hessen);DEUTDEDB534
53080030;Commerzbank vormals Dresdner Bank;36002;Fulda;DRESDEFF530
53093200;VR Bank HessenLand;36295;Alsfeld;GENODE51ALS
53093255;AgrarBank;36295;Alsfeld;GENODE51AGR
53240048;Commerzbank;36222;Bad Hersfeld;COBADEFFXXX
53250000;Sparkasse Bad Hersfeld-Rotenburg;36229;Bad Hersfeld;HELADEF1HER
53260145;Raiffeisenbank Asbach-Sorga -alt-;36251;Bad Hersfeld;GENODEF1HFA
53261202;Bankverein Bebra -alt-;36179;Bebra;GENODEF1BEB
53261342;Raiffeisenbank Werratal-Landeck;36266;Heringen (Werra);GENODEF1RAW
53262073;Raiffeisenbank Haunetal -alt-;36166;Haunetal;GENODEF1HNT
